,0,1
108,3,"0.005*""कह"" + 0.005*""भाई"" + 0.005*""वाक्य"" + 0.005*""राक्षस"" + 0.005*""विभीषण"" + 0.005*""रावण"" + 0.005*""हि"" + 0.005*""वचन"" + 0.005*""सहित"" + 0.005*""ज्ञाति"""
109,4,"0.029*""कह"" + 0.022*""वाक्य"" + 0.015*""राक्षस"" + 0.015*""रावण"" + 0.015*""विभीषण"" + 0.015*""भाई"" + 0.011*""हि"" + 0.011*""कठोर"" + 0.011*""वचन"" + 0.008*""हित"""
110,0,"0.005*""वाक्य"" + 0.005*""सुन"" + 0.005*""विभीषण"" + 0.005*""भाई"" + 0.005*""वा"" + 0.005*""राम"" + 0.005*""तु"" + 0.005*""सीता"" + 0.005*""सुग्रीव"" + 0.005*""बोल"""
111,1,"0.005*""वाक्य"" + 0.005*""बोल"" + 0.005*""वा"" + 0.005*""सुन"" + 0.005*""राम"" + 0.005*""कह"" + 0.005*""रावण"" + 0.005*""विभीषण"" + 0.005*""भाई"" + 0.005*""शृणु"""
112,2,"0.005*""वाक्य"" + 0.005*""विभीषण"" + 0.005*""भाई"" + 0.005*""बोल"" + 0.005*""राम"" + 0.005*""सुन"" + 0.005*""दीन"" + 0.005*""सुग्रीव"" + 0.005*""वा"" + 0.005*""त्याग"""
113,3,"0.020*""वाक्य"" + 0.013*""वा"" + 0.013*""राम"" + 0.013*""भाई"" + 0.013*""सुन"" + 0.013*""बोल"" + 0.013*""विभीषण"" + 0.009*""शरण"" + 0.009*""दीन"" + 0.009*""त्याग"""
114,4,"0.005*""वाक्य"" + 0.005*""राम"" + 0.005*""भाई"" + 0.005*""वा"" + 0.005*""बोल"" + 0.005*""सुन"" + 0.005*""विभीषण"" + 0.005*""जल्दी"" + 0.005*""कह"" + 0.005*""त्याग"""
115,0,"0.006*""कह"" + 0.006*""सब"" + 0.006*""राम"" + 0.006*""सुन"" + 0.006*""विभीषण"" + 0.006*""वचन"" + 0.006*""शत्रु"" + 0.006*""शरणागत"" + 0.006*""लोग"" + 0.006*""भाई"""
116,1,"0.006*""कह"" + 0.006*""सब"" + 0.006*""राम"" + 0.006*""विभीषण"" + 0.006*""राक्षस"" + 0.006*""वचन"" + 0.006*""सुन"" + 0.006*""अभय"" + 0.006*""भाई"" + 0.006*""वाक्य"""
117,2,"0.006*""सब"" + 0.006*""राम"" + 0.006*""कह"" + 0.006*""विभीषण"" + 0.006*""सुन"" + 0.006*""वचन"" + 0.006*""रावण"" + 0.006*""अभय"" + 0.006*""शुद्ध"" + 0.006*""राक्षस"""
118,3,"0.006*""कह"" + 0.006*""सब"" + 0.006*""राम"" + 0.006*""विभीषण"" + 0.006*""सुन"" + 0.006*""वचन"" + 0.006*""रावण"" + 0.006*""राक्षस"" + 0.006*""भाई"" + 0.006*""शत्रु"""
119,4,"0.027*""सब"" + 0.027*""कह"" + 0.024*""राम"" + 0.020*""विभीषण"" + 0.016*""वचन"" + 0.016*""सुन"" + 0.012*""लोग"" + 0.012*""शरणागत"" + 0.012*""अभय"" + 0.012*""शुद्ध"""
120,0,"0.005*""राम"" + 0.005*""रावण"" + 0.005*""समुद्र"" + 0.005*""सेना"" + 0.005*""पर्वत"" + 0.005*""सेतु"" + 0.005*""युद्ध"" + 0.005*""बडा"" + 0.005*""वानर"" + 0.005*""विभीषण"""
121,1,"0.005*""राम"" + 0.005*""समुद्र"" + 0.005*""रावण"" + 0.005*""सेतु"" + 0.005*""सेना"" + 0.005*""पर्वत"" + 0.005*""वानर"" + 0.005*""युद्ध"" + 0.005*""मार"" + 0.005*""बडा"""
122,2,"0.005*""राम"" + 0.005*""समुद्र"" + 0.005*""सेना"" + 0.005*""पर्वत"" + 0.005*""रावण"" + 0.005*""विभीषण"" + 0.005*""वानर"" + 0.005*""सेतु"" + 0.005*""बडा"" + 0.005*""सुन"""
123,3,"0.029*""राम"" + 0.020*""समुद्र"" + 0.016*""रावण"" + 0.013*""वानर"" + 0.013*""सेतु"" + 0.013*""पर्वत"" + 0.013*""सेना"" + 0.010*""सुन"" + 0.010*""युद्ध"" + 0.010*""सब"""
124,4,"0.005*""राम"" + 0.005*""समुद्र"" + 0.005*""वानर"" + 0.005*""सेना"" + 0.005*""पर्वत"" + 0.005*""सब"" + 0.005*""सेतु"" + 0.005*""रावण"" + 0.005*""लक्ष्मण"" + 0.005*""वचन"""
125,0,"0.005*""सेना"" + 0.005*""सारण"" + 0.005*""कह"" + 0.005*""वानर"" + 0.005*""राक्षस"" + 0.005*""राम"" + 0.005*""गुप्तचर"" + 0.005*""सब"" + 0.005*""रावण"" + 0.005*""विभीषण"""
126,1,"0.005*""सारण"" + 0.005*""सेना"" + 0.005*""कह"" + 0.005*""वानर"" + 0.005*""गुप्तचर"" + 0.005*""राम"" + 0.005*""बोल"" + 0.005*""शुक"" + 0.005*""बांध"" + 0.005*""वचन"""
127,2,"0.005*""सेना"" + 0.005*""सारण"" + 0.005*""कह"" + 0.005*""वानर"" + 0.005*""राम"" + 0.005*""राक्षस"" + 0.005*""बोल"" + 0.005*""शुक"" + 0.005*""गुप्तचर"" + 0.005*""समेत"""
128,3,"0.005*""कह"" + 0.005*""सेना"" + 0.005*""सारण"" + 0.005*""राम"" + 0.005*""वानर"" + 0.005*""राक्षस"" + 0.005*""गुप्तचर"" + 0.005*""बोल"" + 0.005*""शुक"" + 0.005*""वचन"""
129,4,"0.034*""सेना"" + 0.027*""सारण"" + 0.024*""राम"" + 0.024*""कह"" + 0.021*""वानर"" + 0.017*""राक्षस"" + 0.014*""शुक"" + 0.014*""बोल"" + 0.014*""गुप्तचर"" + 0.011*""बांध"""
