,sentence,word,ner
1048,7, रवाना ,o
1049,7, हुआ ,o
1050,8,",३४) ",o
1051,8, पनुमार ,B-PERSON
1052,8, का ,B-PERSON
1053,8, सीता ,B-PERSON
1054,8, के ,B-PERSON
1055,8, समीप ,o
1056,8, माना ,o
1057,8, और ,o
1058,8, सौता ,B-PERSON
1059,8, का ,o
1060,8, सन्देह ,B-PERSON
1061,8, तच ,B-LOCATION
1062,8, यह ,B-PERSON
1063,8, उस ,B-LOCATION
1064,8, वृक्ष ,B-PERSON
1065,8, ये ,o
1066,8, जरूर ,o
1067,8, कर ,o
1068,8, पास ,o
1069,8, श्रामणाम ,B-PERSON
1070,8, करके ,o
1071,8, पवनपुत्र ,B-PERSON
1072,8, हनुमान ,B-PERSON
1073,8, सिर ,B-PERSON
1074,8, पर ,B-LOCATION
1075,8, हाय ,B-PERSON
1076,8, बांधकर ,o
1077,8, मधुर ,B-PERSON
1078,8, वाणी ,B-PERSON
1079,8, से ,B-PERSON
1080,8, उस ,B-PERSON
1081,8, सीता ,B-PERSON
1082,8, से ,B-PERSON
1083,8, बोला ,B-PERSON
1084,8, राम ,B-PERSON
1085,8, के ,B-PERSON
1086,8, सन्देश ,B-PERSON
1087,8, से ,B-PERSON
1088,8, हे ,B-PERSON
1089,8, देवि ,B-PERSON
1090,8, ! ,B-PERSON
1091,8, मैं ,B-PERSON
1092,8, तेरे ,B-PERSON
1093,8, पास ,o
1094,8, दृत ,B-PERSON
1095,8, आया ,B-PERSON
1096,8," हूं, ",o
1097,8, से ,o
1098,8, पैदेहि ,B-PERSON
1099,8, ! ,B-PERSON
1100,8, राम ,B-PERSON
1101,8, कुशल ,B-PERSON
1102,8, से ,o
1103,8," हैं, ",o
1104,8, और ,o
1105,8, उन्होंने ,B-PERSON
1106,8, तुझ ,B-PERSON
1107,8, कुमाक ,B-PERSON
1108,8, कहा ,B-PERSON
1109,8, है ,o
1110,8, शोक ,B-PERSON
1111,8, से ,o
1112,8, सपी ,B-PERSON
1113,8, हुई ,o
1114,8, सीता ,B-PERSON
1115,8, के ,B-PERSON
1116,8, वचन ,B-PERSON
1117,8, को ,o
1118,8, पुनकर ,B-PERSON
1119,8, पवनपुत्र ,B-PERSON
1120,8, हनुमान ,B-PERSON
1121,8, उनके ,B-PERSON
1122,8, समीप ,B-COUNT
1123,8, २ ,B-COUNT
1124,8, होता ,o
1125,8, गया ,o
1126,8, तव ,B-PERSON
1127,8, उस ,B-PERSON
1128,8, महाबाहू ,B-PERSON
1129,8, ने ,B-PERSON
1130,8, जनकपुत्री ,B-PERSON
1131,8, को ,B-PERSON
1132,8, प्रणाम ,o
1133,8," किया, ",o
1134,8, पर ,o
1135,8, वह ,B-PERSON
1136,8, भय ,o
1137,8, से ,o
1138,8, डरी ,o
1139,8, हुई ,o
1140,8, फिर ,o
1141,8, उसकी ,o
1142,8, ओर ,o
1143,8, नहीं ,o
1144,8, देखती ,o
1145,8, भई ,o
1146,8," , ",B-PERSON
1147,8," ३५, ",B-COUNT
1148,8, ३६ ,B-COUNT
1149,8, ) ,B-PERSON
1150,8, हनुमान ,B-PERSON
1151,8, मोर ,B-PERSON
1152,8, सीता ,B-PERSON
1153,8, का ,B-PERSON
1154,8, सम्बाद। ,B-PERSON
1155,8, सीता ,B-PERSON
1156,8, के ,B-PERSON
1157,8, वचन ,o
1158,8, को ,o
1159,8, सुनकर ,o
1160,8, भयङ्कर ,B-PERSON
1161,8, पराक्रम ,o
1162,8, वाला ,B-PERSON
1163,8, इनुपान् ,B-PERSON
1164,8, हाथ ,B-PERSON
1165,8, जो ,o
1166,8, हुए ,o
1167,8, माथे ,B-PERSON
1168,8, पर ,o
1169,8, रखकर ,o
1170,8, यह ,o
1171,8, उत्तर ,o
1172,8, वाक्य ,o
1173,8, बोला ,o
1174,9,देव ,B-PERSON
1175,9, निःसन्देह ,B-PERSON
1176,9, रोका ,o
1177,9, नहीं ,o
1178,9," जासक्ता, ",o
1179,9, राम ,B-PERSON
1180,9, लक्ष्मण ,B-PERSON
1181,9, और ,B-PERSON
1182,9, मुझको ,B-PERSON
1183,9, विपत्तियों ,o
1184,9, से ,o
1185,9, मोहित ,o
1186,9, हुआ ,o
1187,9, देख ,o
1188,9, उसके ,B-PERSON
1189,9, भाई ,B-PERSON
1190,9, विभीषण ,B-PERSON
1191,9, ने ,B-PERSON
1192,9, मेरे ,o
1193,9, कापिस ,B-PERSON
1194,9, देने ,o
1195,9, के ,o
1196,9, लिये ,o
1197,9, बहुत ,o
1198,9, यत्न ,o
1199,9," किया, ",o
1200,9, पर ,o
1201,9, रावण ,B-PERSON
1202,9, यह ,o
1203,9, बुद्धि ,o
1204,9, नहीं ,o
1205,9, करता ,o
1206,9, है ,o
1207,9, -४०) ,o
1208,9, सीता ,B-PERSON
1209,9, फे ,B-PERSON
1210,9, राम ,B-PERSON
1211,9, को ,B-PERSON
1212,9, लन्देश ,B-PERSON
1213,9, यह ,B-PERSON
1214,9, सुनकर ,o
1215,9, उस ,B-PERSON
1216,9, बात ,o
1217,9, ये ,o
1218,9, सन्तुष्ट ,B-PERSON
1219,9, हुआ ,o
1220,9, वाक्य ,o
1221,9, निपुण ,B-PERSON
1222,9, वानर ,B-PERSON
1223,9, श्रेष्ठ ,B-PERSON
1224,9, सीता ,B-PERSON
1225,9, से ,o
1226,9, यह ,B-PERSON
1227,9, वाक्य ,o
1228,9, पोका ,B-PERSON
1229,9, ।। ,o
1230,9, १ ,B-PERSON
1231,9, हे ,B-PERSON
1232,9, देवि ,B-PERSON
1233,9, यह ,B-PERSON
1234,9, तेरा ,B-PERSON
1235,9, उस ,B-PERSON
1236,9, महात्मा ,B-PERSON
1237,9, की ,B-PERSON
1238,9, पत्नी ,B-PERSON
1239,9, होने ,o
1240,9, के ,o
1241,9, सटमा ,B-PERSON
1242,9, वचन ,B-PERSON
1243,9," है,कौन ",o
1244,9, तेरे ,B-PERSON
1245,9, बिना ,o
1246,9, हे ,B-PERSON
1247,9, देवि ,B-PERSON
1248,9, ऐसा ,o
1249,9, वचन ,B-PERSON
1250,9, का ,o
1251,9, सकी ,o
1252,9, है३ ,o
1253,9, राम ,B-PERSON
1254,9, मुझसे ,o
1255,9, यह ,o
1256,9, सब ,o
1257,9, पूरा ,o
1258,9, २ ,o
1259,9," सुनेंगे, ",o
1260,9, अब ,o
1261,9, मुझे ,o
1262,9, कोई ,o
1263,9, आभिज्ञान ,o
1264,9," दे, ",o
1265,9, जिसको ,o
1266,9, राम ,B-PERSON
1267,9, पहचान ,o
1268,9, लें ,o
1269,9, या ,o
1270,9, तब ,o
1271,9, वस्त्र ,o
1272,9, के ,o
1273,9, नीचे ,o
1274,9, से ,o
1275,9, सुन्दर ,B-PERSON
1276,9, दिव्य ,B-LOCATION
1277,9, चूड़ामणि ,B-PERSON
1278,9, (शिरोमणि) ,B-PERSON
1279,9, खोलकर ,B-PERSON
1280,9," ""यह ",B-LOCATION
1281,9, राम ,B-PERSON
1282,9, को ,o
1283,9," देना"" ",o
1284,9, ऐसा ,o
1285,9, करती ,o
1286,9, हुई ,o
1287,9, सीता ,B-PERSON
1288,9, ने ,B-PERSON
1289,9, हनुमान ,B-PERSON
1290,9, को ,B-PERSON
1291,9, दिया ,o
1292,9, ।। ,o
1293,9, ५ ,B-COUNT
1294,10,और ,o
1295,10, जेसे ,o
1296,10, यह ,o
1297,10, महायाह ,B-PERSON
1298,10, राम ,B-PERSON
1299,10, इस ,B-LOCATION
1300,10, दुखि ,B-PERSON
1301,10, समुद्र ,B-PERSON
1302,10, से ,o
1303,10, मुझे ,o
1304,10, पार ,o
1305,10," करे, ",o
1306,10, वैसा ,o
1307,10, ठीक ,o
1308,10, २ ,o
1309,10, करना ,o
1310,10, यह ,o
1311,10, मेरा ,o
1312,10, सीत्र ,o
1313,10, शोक ,o
1314,10, का ,o
1315,10," वेग, ",o
1316,10, इन ,o
1317,10, राक्षसों ,B-PERSON
1318,10, से ,o
1319,10, झिड़कें ,o
1320,10, यह ,o
1321,10, सम ,o
1322,10, के ,o
1323,10, समीप ,o
1324,10, जाकर ,o
1325,10," कहो, ",o
1326,10, हे ,B-PERSON
1327,10, मानरश्रेष्ठ ,o
1328,10, तेरा ,B-PERSON
1329,10, मार्ग ,o
1330,10, शुभ ,o
1331,10, हो ,o
1332,10, तब ,B-PERSON
1333,10, हनुमान ,B-PERSON
1334,10, ने ,B-PERSON
1335,10, उस ,B-PERSON
1336,10, प्रमदाधन ,B-PERSON
1337,10, को ,o
1338,10, तोड़ना ,o
1339,10, आरम्भ ,o
1340,10," किया, ",o
1341,10, जिसमें ,o
1342,10, मस्त ,o
1343,10, पंछी ,B-PERSON
1344,10, बोल ,o
1345,10, रहे ,o
1346,10," थे, ",o
1347,10, और ,o
1348,10, अनेक ,o
1349,10, वेळ ,B-PERSON
1350,10, यूटों ,B-PERSON
1351,10, से ,o
1352,10, युक्त ,o
1353,10, था ,o
1354,10, तव ,B-PERSON
1355,10, विकृत ,o
1356,10, सुखों ,B-PERSON
1357,10, पाली ,B-LOCATION
1358,10, * ,B-PERSON
1359,10, यहां ,o
1360,10, से ,o
1361,10, भागे ,B-PERSON
1362,10, जो ,B-PERSON
1363,10, हनुमान ,B-PERSON
1364,10, के ,B-PERSON
1365,10, साथ ,o
1366,10, युर ,B-PERSON
1367,10, दिखलाया ,o
1368,10," है, ",o
1369,10, उसमें ,o
1370,10, अत्युक्ति ,o
1371,10, अवश्य ,o
1372,10, है। ,o
1373,10, सम्भव ,o
1374,10," है, ",o
1375,10, कि ,o
1376,10, हनुमान ,B-PERSON
1377,10, ने ,B-PERSON
1378,10, राक्षसों ,B-PERSON
1379,10, से ,B-PERSON
1380,10, इन्दयुत ,B-PERSON
1381,10, मांगा ,B-PERSON
1382,10, हो। ,o
1383,10, इन ,o
1384,10, युद्ध ,B-PERSON
1385,10, में ,o
1386,10, एक ,B-COUNT
1387,10, के ,o
1388,10, सामने ,o
1389,10, एक ,B-COUNT
1390,10, ही ,o
1391,10, खड़ा ,o
1392,10, होता ,o
1393,10," था, ",o
1394,10, उसके ,o
1395,10, हार ,o
1396,10, जाने ,o
1397,10, पर ,o
1398,10, दूसरा ,B-PERSON
1399,10, सामने ,o
1400,10, होसका ,B-PERSON
1401,10, था ,B-LOCATION
1402,10, । ,B-PERSON
1403,10, रामसियें ,B-PERSON
1404,10, रावण ,B-PERSON
1405,10, के ,B-PERSON
1406,10, पास ,o
1407,10, जाकर ,B-PERSON
1408,10, एक ,B-PERSON
1409,10, अयङ्कार ,B-PERSON
1410,10, विरुप ,B-PERSON
1411,10, चानर ,B-PERSON
1412,10, का ,B-PERSON
1413,10, आना ,o
1414,10, उसे ,B-PERSON
1415,10, पतलाती ,B-LOCATION
1416,10, भैई ,B-PERSON
1417,10, ।। ,B-PERSON
1418,10, २.० ,B-COUNT
1419,10, पवनपुत्र ,B-PERSON
1420,10, वीर ,B-PERSON
1421,10, उन ,B-PERSON
1422,10, किंकरों ,B-PERSON
1423,10, को ,B-PERSON
1424,10, मार ,B-PERSON
1425,10, कर ,o
1426,10, वह ,B-PERSON
1427,10, महावीर ,B-PERSON
1428,10, युद्ध ,B-PERSON
1429,10, चाहता ,o
1430,10, हुआ ,o
1431,10, देउदी ,B-PERSON
1432,10, पर ,o
1433,10, स्थित ,o
1434,10, रहा ,o
1435,11,वेग ,o
1436,11, से ,o
1437,11, ताड़ना ,o
1438,11, किया ,o
1439,11, हुआ ,o
1440,11, वह ,o
1441,11, महारथी ,B-PERSON
1442,11, जम्बूपाली ,B-LOCATION
1443,11, अङ्गों ,B-PERSON
1444,11, के ,o
1445,11, चूर ,B-PERSON
1446,11, २ ,B-COUNT
1447,11, होजाने ,o
1448,11, से ,o
1449,11, वृक्ष ,I-LOCATION
1450,11, की ,I-LOCATION
1451,11, तरह ,o
1452,11, भूमि ,o
1453,11, पर ,o
1454,11, गिरा ,o
1455,11, ।। ,o
1456,11, ६ ,B-COUNT
1457,11, ।। ,o
1458,11, जम्बूमाली ,B-PERSON
1459,11, और ,B-PERSON
1460,11, महावली ,B-PERSON
1461,11, किंकरों ,B-PERSON
1462,11, को ,B-PERSON
1463,11, हत ,o
1464,11, हुआ ,o
1465,11, पून ,B-PERSON
1466,11, कर ,o
1467,11, रावण ,B-PERSON
1468,11, क्रोध ,B-PERSON
1469,11, से ,o
1470,11," भरगया, ",o
1471,11, और ,o
1472,11, उनके ,o
1473,11, नेश ,B-PERSON
1474,11, लाल ,B-PERSON
1475,11, होगये। ,o
1476,11, तब ,B-PERSON
1477,11, वह ,B-PERSON
1478,11, बीर ,B-PERSON
1479,11, वानर ,B-PERSON
1480,11, सन ,B-PERSON
1481,11, सेनापत्तियों ,B-LOCATION
1482,11, को ,B-PERSON
1483,11, सेना ,B-LOCATION
1484,11, और ,B-PERSON
1485,11, चाइनों ,B-LOCATION
1486,11, समेत ,B-PERSON
1487,11, मारकर ,B-PERSON
1488,11, मजा ,B-LOCATION
1489,11, के ,B-PERSON
1490,11, नाश ,B-PERSON
1491,11, में ,B-LOCATION
1492,11, काल ,B-PERSON
1493,11, की ,o
1494,11, तरह ,o
1495,11, देखड़ी ,B-PERSON
1496,11, पर ,o
1497,11, उत्सव ,B-PERSON
1498,11, मनावा ,o
1499,11, भया ,o
1500,11, ।।२३।। ,o
1501,11, उन ,B-PERSON
1502,11, पांच ,B-COUNT
1503,11, सेनापतियों ,I-PERSON
1504,11, को ,B-PERSON
1505,11, अनुघरों ,B-PERSON
1506,11, और ,o
1507,11, वाहनों ,B-PERSON
1508,11, समेत ,o
1509,11, मारा ,B-PERSON
1510,11, गया ,o
1511,11, सुनकर ,B-PERSON
1512,11, राजा ,B-PERSON
1513,11, ने ,B-PERSON
1514,11, युद्ध ,B-PERSON
1515,11, के ,o
1516,11, लिये ,o
1517,11, तय्यार ,B-PERSON
1518,11, सामने ,B-LOCATION
1519,11, खड़े ,B-PERSON
1520,11, हुए ,B-PERSON
1521,11, कुमार ,B-PERSON
1522,11, अक्ष ,B-PERSON
1523,11, को ,B-PERSON
1524,11, आज्ञा ,o
1525,11, दी ,o
1526,11, उसकी ,o
1527,11," भुजा, ",o
1528,11," राने, ",B-PERSON
1529,11, कमर ,B-PERSON
1530,11, और ,o
1531,11, छाती ,B-PERSON
1532,11, टूट ,o
1533,11," गई, ",o
1534,11, रुधिर ,o
1535,11, बहने ,o
1536,11," लगा, ",o
1537,11, दलियां ,o
1538,11, चूर ,o
1539,11, २ ,B-COUNT
1540,11, होगई ,o
1541,11, जोड़ ,o
1542,11, और ,o
1543,11, बन्धन ,o
1544,11, टूट ,o
1545,11," गये, ",o
1546,11, ऐसा ,o
1547,11, उस ,B-PERSON
1548,11, पवनपुत्र ,B-PERSON
1549,11, ने ,B-PERSON
1550,11, राक्षस ,B-PERSON
1551,11, को ,B-PERSON
1552,11, शयिती ,B-PERSON
1553,11, पर ,o
1554,11, मार ,B-PERSON
1555,11, पटका ,o
1556,11, ।। ,B-PERSON
1557,11, १७ ,B-COUNT
1558,11, ।। ,o
1559,11, मग ,B-PERSON
1560,11, २५ ,B-COUNT
1561,11, (प०४८-४२ ,I-PERSON
1562,11, ) ,B-PERSON
1563,11, मेघनाद ,B-PERSON
1564,11, से ,B-PERSON
1565,11, युद्ध ,B-PERSON
1566,11, हनुमान ,B-PERSON
1567,11, का ,B-PERSON
1568,11, बन्धना ,B-PERSON
1569,11, और ,B-PERSON
1570,11, रावण ,B-PERSON
1571,11, के ,B-PERSON
1572,11, दर्शन ,B-PERSON
1573,11, जय ,B-PERSON
1574,11, हनुमान ,B-PERSON
1575,11, ने ,B-PERSON
1576,11, कुमार ,B-PERSON
1577,11, अक्ष ,B-PERSON
1578,11, को ,B-PERSON
1579,11, मार ,B-PERSON
1580,11," दिया, ",o
1581,11, तब ,B-PERSON
1582,11, महात्मा ,B-PERSON
1583,11, राक्षसपति ,B-PERSON
1584,11, ने ,B-PERSON
1585,11, मन ,B-PERSON
1586,11, को ,B-PERSON
1587,11, एकाग्र ,B-PERSON
1588,11, करके ,B-PERSON
1589,11, देवतुल्य ,B-PERSON
1590,11, इन्द्रजित ,B-PERSON
1591,11, (मेघनाद) ,B-PERSON
1592,11, को ,B-PERSON
1593,11, आज्ञा ,o
1594,11, दी ,o
1595,11, ।। ,B-PERSON
1596,11, १ ,B-COUNT
1597,11, रथ ,o
1598,11, पर ,o
1599,11, चढ़कर ,o
1600,11, आते ,o
1601,11, हुए ,B-PERSON
1602,11, पूर्ण ,B-PERSON
1603,11, इन्द्र ,B-PERSON
1604,11, ध्वजवाले ,B-PERSON
1605,11, को ,B-PERSON
1606,11, देखकर ,B-PERSON
1607,11, वानर ,B-PERSON
1608,11, महानाद ,B-PERSON
1609,11, करता ,B-PERSON
1610,11, हुआ ,o
1611,11," गर्मा, ",B-PERSON
1612,11, और ,o
1613,11, फूल ,o
1614,11, गया ,o
1615,11, तच ,B-PERSON
1616,11, राक्षस ,B-PERSON
1617,11, द्वारा ,o
1618,11, उस ,B-PERSON
1619,11, अस्त्र ,o
1620,11, से ,o
1621,11, बांधा ,o
1622,11, हुआ ,o
1623,11, वानर ,B-PERSON
1624,11, निश्चष्ट ,o
1625,11," होगया, ",o
1626,11, और ,o
1627,11, पृथिवी ,B-PERSON
1628,11, पर ,o
1629,11, गिर ,o
1630,11, पड़ा ,o
1631,12,उस ,o
1632,12, महा ,B-PERSON
1633,12, हृदय ,B-PERSON
1634,12, वाले ,o
1635,12, रावण ,B-PERSON
1636,12, को ,B-PERSON
1637,12, देखकर ,o
1638,12, महान ,B-PERSON
1639,12, हृदय ,B-PERSON
1640,12, वाला ,B-PERSON
1641,12, धानरश्रेष्ठ ,B-LOCATION
1642,12, सावधान ,B-PERSON
1643,12, हो ,o
1644,12, अर्थ ,o
1645,12, युक्त ,o
1646,12, वाक्य ,o
1647,12, घोला ,B-PERSON
1648,12," संग२७०५२,५३)हनुमाह ",B-PERSON
1649,12, की ,B-PERSON
1650,12, पूछ ,o
1651,12, को ,o
1652,12, आग ,o
1653,12, लगाकर ,o
1654,12, लंकामें ,o
1655,12, घुमाना ,o
1656,12, * ,B-PERSON
1657,12, महात्मा ,B-PERSON
1658,12, वानर ,B-PERSON
1659,12, के ,B-PERSON
1660,12, वचन ,B-PERSON
1661,12, को ,o
1662,12, सुनकर ,o
1663,12, क्रोध ,B-PERSON
1664,12, से ,B-PERSON
1665,12, मूछिताए ,B-PERSON
1666,12, रावण ,B-PERSON
1667,12, ने ,B-PERSON
1668,12, उसके ,B-PERSON
1669,12, वध ,B-PERSON
1670,12, की ,B-PERSON
1671,12, आजादीशापर ,B-PERSON
1672,12, विभीषण ,B-PERSON
1673,12, ने ,B-PERSON
1674,12, इस ,B-PERSON
1675,12, में ,o
1676,12, अनुमान ,o
1677,12, . ,B-PERSON
1678,12, * ,o
1679,12, यहाँसे ,o
1680,12, आग ,B-PERSON
1681,12, लंका ,B-LOCATION
1682,12, दाह ,B-PERSON
1683,12, का ,B-LOCATION
1684,12, ओ ,B-PERSON
1685,12, प्रकरण ,o
1686,12," है, ",o
1687,12, इसमें ,o
1688,12, बहुत ,o
1689,12, ही ,o
1690,12, भत्युकि ,B-PERSON
1691,12, प्रतीत ,o
1692,12, होती ,o
1693,12, है। ,o
1694,12, यह ,o
1695,12, मसभाक्तिी ,B-PERSON
1696,12," , ",o
1697,12, कि ,o
1698,12, प्रयल ,B-PERSON
1699,12, राक्षसों ,B-PERSON
1700,12, की ,o
1701,12, राजधानी ,B-PERSON
1702,12, में ,o
1703,12, अफेला ,B-PERSON
1704,12, हनुमान ,B-PERSON
1705,12, लोगों ,B-PERSON
1706,12, के ,B-PERSON
1707,12, घरों ,o
1708,12, में ,o
1709,12, फिर ,B-PERSON
1710,12, २ ,B-COUNT
1711,12, कर ,o
1712,12, समको ,o
1713,12, जलाता ,o
1714,12," फिरे,और ",o
1715,12, पकड़ा ,o
1716,12, न ,o
1717,12, जाए ,o
1718,12, । ,o
1719,12, विच ,B-PERSON
1720,12, बनुमान ,B-PERSON
1721,12, ने ,B-PERSON
1722,12, जो ,B-PERSON
1723,12, उसके ,o
1724,12, प्रबल ,o
1725,12, थोशामों ,B-PERSON
1726,12, का ,o
1727,12, पता ,o
1728,12, लगामा ,B-PERSON
1729,12, माहा ,B-PERSON
1730,12," था, ",B-PERSON
1731,12, अब ,B-PERSON
1732,12, इन्द्र ,B-PERSON
1733,12, गुग ,B-PERSON
1734,12, से ,o
1735,12, मिस ,B-PERSON
1736,12, नहीं ,o
1737,12," दी, ",o
1738,12, क्योंकि ,B-PERSON
1739,12, (हनुमान् ,B-PERSON
1740,12, ) ,B-PERSON
1741,12, अपना ,o
1742,12, दूत ,B-PERSON
1743,12, होना ,o
1744,12, बतला ,o
1745,12, चुका ,o
1746,12, था ,o
1747,12, पूछ ,o
1748,12, बानरों ,B-PERSON
1749,12, का ,B-PERSON
1750,12, प्यारा ,B-PERSON
1751,12, भूषण ,B-PERSON
1752,12, होता ,o
1753,12," है, ",o
1754,12, वह ,B-PERSON
1755,12, इसकी ,o
1756,12, जल्दी ,o
1757,12, प्रदीप्त ,o
1758,12, करो ,o
1759,12, सच ,B-PERSON
1760,12, यह ,o
1761,12, उस ,o
1762,12, जली ,B-PERSON
1763,12, हुई ,o
1764,12, के ,o
1765,12, साथ ,o
1766,12, जाए ,o
1767,12, उसके ,o
1768,12, वचन ,o
1769,12, को ,o
1770,12, सुनकर ,o
1771,12, क्रोध ,B-PERSON
1772,12, से ,o
1773,12, प्रचण्ड ,B-PERSON
1774,12, राक्षस ,B-PERSON
1775,12, पुराने ,o
1776,12, चुफा ,B-PERSON
1777,12, था। ,o
1778,12, अब ,o
1779,12, इसकी ,o
1780,12, भी ,o
1781,12, मावश्यकता ,o
1782,12, म ,o
1783,12, थी ,o
1784,12, । ,B-PERSON
1785,12, हनुमान ,B-PERSON
1786,12, चामर ,B-PERSON
1787,12, न ,B-PERSON
1788,12," था, ",o
1789,12, किन्तु ,o
1790,12, दूसरी ,B-PERSON
1791,12, जातियों ,B-PERSON
1792,12, के ,o
1793,12, मुकाबिले ,B-PERSON
1794,12, में ,o
1795,12, यह ,B-PERSON
1796,12, उस ,B-LOCATION
1797,12, जाति ,B-PERSON
1798,12, का ,B-PERSON
1799,12, नाम ,B-LOCATION
1800,12, या। ,B-PERSON
1801,12, इसलिये ,o
1802,12, पूंछ ,o
1803,12, का ,o
1804,12, होना ,o
1805,12, ही ,o
1806,12, असंभव ,o
1807,12," है, ",o
1808,12, क्या ,o
1809,12, फिर ,o
1810,12, उसको ,o
1811,12, आग ,o
1812,12, लगाना ,o
1813,12, । ,o
1814,12, संभव ,o
1815,12, यह ,o
1816,12," है, ",o
1817,12, कि ,o
1818,12, रावण ,B-PERSON
1819,12, ने ,B-PERSON
1820,12, दूत ,B-PERSON
1821,12, होने ,o
1822,12, से ,o
1823,12, घजुमार ,B-PERSON
1824,12, को ,B-PERSON
1825,12, माय ,B-PERSON
1826,12, जान ,B-PERSON
1827,12, फर ,B-PERSON
1828,12, छोड़ ,o
1829,12," दिया,पर ",o
1830,12, जो ,B-PERSON
1831,12, हनुमान ,B-PERSON
1832,12, ने ,B-PERSON
1833,12, वानरराज ,B-PERSON
1834,12, सुग्रीव ,B-PERSON
1835,12, की ,o
1836,12, चढ़ाई ,I-LOCATION
1837,12, की ,o
1838,12, धमकी ,o
1839,12, दी ,o
1840,12," थी, ",o
1841,12, उसके ,o
1842,12, बदले ,B-PERSON
1843,12, में ,B-PERSON
1844,12, हनुमान ,B-PERSON
1845,12, के ,B-PERSON
1846,12, सन्मुच ,B-PERSON
1847,12, वानर ,B-PERSON
1848,12, की ,B-PERSON
1849,12, पूंछ ,B-PERSON
1850,12, बनाकर ,o
1851,12, जलाई ,o
1852,12," गई, ",o
1853,12, और ,o
1854,12, इस ,o
1855,12, तरह ,o
1856,12, पर ,o
1857,12, उस ,B-PERSON
1858,12, वानर ,B-PERSON
1859,12, जाति ,B-PERSON
1860,12, पर ,o
1861,12, उपहास ,o
1862,12, किया ,o
1863,12, गया ,o
1864,12, । ,o
1865,12, जैसर ,B-PERSON
1866,12, कि ,o
1867,12, अब ,B-PERSON
1868,12, रूस ,B-LOCATION
1869,12, की ,B-PERSON
1870,12, आकति ,o
1871,12, रीछ ,B-PERSON
1872,12, बनाते ,o
1873,12, हैं। ,o
1874,12, हनुमान ,B-PERSON
1875,12, जब ,B-PERSON
1876,12, जेला ,B-PERSON
1877,12," भया, ",B-PERSON
1878,12, तो ,o
1879,12, उसने ,B-PERSON
1880,12, इस ,B-LOCATION
1881,12, जात्यपमान ,B-PERSON
1882,12, का ,o
1883,12, बदला ,o
1884,12, यह ,o
1885,12," लिया, ",o
1886,12, कि ,o
1887,12, वानर ,B-PERSON
1888,12, की ,B-PERSON
1889,12, पूंछ ,o
1890,12, से ,o
1891,12, ही ,o
1892,12, थे ,o
1893,12, मालूम ,o
1894,12, किले ,I-LOCATION
1895,12, को ,o
1896,12, भागे ,o
1897,12, लगाई; ,o
1898,12, यह ,o
1899,12, जितलाते ,o
1900,12, हुए ,o
1901,12, कि ,B-PERSON
1902,12, बानर ,B-PERSON
1903,12, की ,o
1904,12, पंछ ,B-PERSON
1905,12, हो' ,o
1906,12, तुम्हारे ,o
1907,12, किलों ,o
1908,12, को ,o
1909,12, भस्मसात् ,o
1910,12, करेगी ,o
1911,12, । ,o
1912,12, यह ,o
1913,12, अभिप्राय ,o
1914,12, इतने ,o
1915,12, बड़े ,o
1916,12, मलकार ,o
1917,12, में ,o
1918,12, प्रकट ,o
1919,12, किया ,o
1920,12, है ,o
1921,12, । ,o
1922,12, वस्तुतः ,o
1923,12, न ,B-PERSON
1924,12, हनुमान ,B-PERSON
1925,12, की ,o
1926,12, पूंछ ,B-PERSON
1927,12," थी, ",o
1928,12, न ,o
1929,12, इससे ,o
1930,12, एम ,B-PERSON
1931,12, २ ,B-COUNT
1932,12, कर ,o
1933,12, एफ ,B-PERSON
1934,12, २ ,B-COUNT
1935,12, घर ,o
1936,12," जलाया, ",o
1937,12, किन्तु ,o
1938,12, एक ,o
1939,12, ही ,o
1940,12, जगह ,o
1941,12, भाग ,o
1942,12, लगाई ,o
1943,12, उस ,o
1944,12, माग ,B-PERSON
1945,12, से ,o
1946,12, पचन ,B-PERSON
1947,12, द्वारा ,o
1948,12, फैलकर ,o
1949,12, बहुत ,o
1950,12, बड़ी ,o
1951,12, हानि ,o
1952,12, हुई।मुन्दर ,o
1953,12, का ,o
1954,12, कपासी ,B-PERSON
1955,12, कपड़ों ,o
1956,12, से ,o
1957,12, उसकी ,o
1958,12, पूंछ ,o
1959,12, को ,o
1960,12, लपेटते ,o
1961,12, भए ,o
1962,13,यह ,o
1963,13, सोच ,o
1964,13, जलती ,o
1965,13, हुई ,o
1966,13, पुशवाला ,B-PERSON
1967,13, विजलीवाले ,B-LOCATION
1968,13, मेघके ,B-PERSON
1969,13, तुल्य ,B-LOCATION
1970,13, बह ,B-LOCATION
1971,13, महावानर ,B-PERSON
1972,13, लङ्कर ,B-LOCATION
1973,13, के ,I-LOCATION
1974,13, भवनों ,I-LOCATION
1975,13, की ,I-LOCATION
1976,13, चोटियों ,I-LOCATION
1977,13, पर ,o
1978,13, मा४ ,I-LOCATION
1979,13, राक्षसों ,B-PERSON
1980,13, के ,o
1981,13, घर ,I-LOCATION
1982,13, से ,o
1983,13, घर ,I-LOCATION
1984,13, और ,o
1985,13, घरों ,I-LOCATION
1986,13, के ,I-LOCATION
1987,13, बगीचों ,I-LOCATION
1988,13, को ,o
1989,13, देखता ,o
1990,13, हुआ ,I-LOCATION
1991,13, यह ,B-LOCATION
1992,13, बानर ,B-PERSON
